id,name,street_address,suburb,postcode,phone_number,url,monday_opens_at,monday_closes_at,tuesday_opens_at,tuesday_closes_at,wednesday_opens_at,wednesday_closes_at,thursday_opens_at,thursday_closes_at,friday_opens_at,friday_closes_at,saturday_opens_at,saturday_closes_at,sunday_opens_at,sunday_closes_at
the-epping-club,The Epping Club,45 Rawson St,Epping,2121,(02) 9876 4357,http://www.eppingclub.com/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,9:00:00,3:00:00,9:00:00,0:00:00
the-excelsior-hotel-glebe,The Excelsior Hotel Glebe,101 Bridge Rd,Glebe,2037,(02) 9552 9700,http://www.excelsiorglebe.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,22:00:00
the-fringe-bar,The Fringe Bar,106 Oxford St,Paddington,2021,(02) 9360 5443,http://www.thefringe.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,22:00:00
the-gaff,The Gaff,16-18 Oxford Square,Darlinghurst,2010,(02) 9380 9244,http://www.thegaff.com.au,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00,18:00:00,6:00:00
the-grand-hotel,The Grand Hotel,30 Hunter St,Sydney,2000,(02) 9232 3755,http://www.merivale.com/,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,1:00:00,10:00:00,0:00:00,11:00:00,18:00:00
the-haymarket-hotel,The Haymarket Hotel,661-663 George St,Haymarket,2000,(02) 8221 0226,http://www.thehaymarkethotel.com.au/,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,2:00:00,10:00:00,22:00:00
the-hero-of-waterloo,The Hero of Waterloo,81 Lower Fort St,The Rocks,2000,(02) 9252 4553,http://www.heroofwaterloo.com.au,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:00:00,10:00:00,23:30:00,10:00:00,23:30:00,10:00:00,22:00:00
the-local-taphouse,The Local Taphouse,122 Flinders St,Darlinghurst,2010,(02) 9360 0088,http://www.thelocal.com.au/theLocalSydney.html,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,0:00:00,16:00:00,1:00:00,16:00:00,1:00:00,12:00:00,1:00:00,12:00:00,23:00:00
the-loft,The Loft,3 Lime St,Darling Harbour,2000,(02) 9299 4770,http://www.theloftsydney.com/home.html,16:00:00,3:00:00,16:00:00,3:00:00,16:00:00,3:00:00,12:00:00,3:00:00,12:00:00,2:00:00,12:00:00,2:00:00,12:00:00,2:00:00
the-loft-bar-uts,The Loft Bar @ UTS,"15 Broadway,",Broadway,2000,(02) 9514 2000,http://www.utsunion.uts.edu.au/bars/loft.html,9:30:00,18:00:00,9:30:00,18:00:00,9:30:00,3:00:00,9:30:00,3:00:00,9:30:00,3:00:00,9:30:00,18:00:00,9:30:00,18:00:00
the-london-hotel,The London Hotel,85 Underwood St,Paddington,2021,(02) 9331 3200,http://www.hotellondon.com.au/index_flash2.html,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,12:00:00,22:00:00
the-markets-hotel,The Markets Hotel,268 Parramatta Rd,Flemington,2129,(02) 9764 3500,http://marketshotel.com/,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00,6:00:00,0:00:00
the-midnight-shift,The Midnight Shift,85 Oxford St,Darlinghurst,2010,(02) 9360 4319,http://www.themidnightshift.com/,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,3:00:00,12:00:00,7:00:00,14:00:00,7:00:00,12:00:00,3:00:00
the-orchard-tavern,The Orchard Tavern,455 Victoria Av,Chatswood,2067,(02) 9412 1094,http://www.theorchard.net.au/,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,4:00:00,9:00:00,6:00:00,9:00:00,6:00:00,9:00:00,0:00:00
the-oxford-hotel,The Oxford Hotel,134 Oxford St,Darlinghurst,2010,(02) 9331 3467,http://www.theoxfordhotel.com.au/,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00,10:00:00,8:00:00
the-paddington-inn,The Paddington Inn,338 Oxford St,Paddington,2021,(02) 9380 5913,http://www.paddingtoninn.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,1:00:00,12:00:00,1:00:00,11:00:00,1:00:00,12:00:00,0:00:00
the-point-hotel,The Point Hotel,59 Harris St,Pyrmont,2009,(02) 9660-1908,http://www.thepointhotel.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,11:00:00,0:00:00
the-polo-lounge,The Polo Lounge,134 Oxford St,Darlinghurst,2010,(02) 9331 3467,http://www.poloandsupper.com.au/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,11:00:00,0:00:00
the-porterhouse,The Porterhouse,233 Riley St,Surry Hills,2010,(02) 9211 4454,http://www.porterhouse.com.au,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:30:00,10:00:00,0:30:00,12:00:00,23:30:00
the-ranch-hotel,The Ranch Hotel,Epping Rd cnr Herring Rd,Eastwood,2122,(02) 9887 2411,http://www.theranch.com.au/,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,9:00:00,3:00:00,10:00:00,22:00:00
the-rowers-drummoyne-rowing-club,The Rowers Drummoyne Rowing Club,461 Henley Marine Dr,Drummoyne,2047,(02) 9719 1522,http://www.therowers.com.au/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,1:00:00,11:00:00,1:00:00,11:00:00,1:00:00
the-roxy-hotel,The Roxy Hotel,69 George St,Parramatta ,2150,(02) 9687 4221,http://www.theroxy.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,4:00:00,12:00:00,4:00:00,12:00:00,0:00:00
the-royal-george-ivy,"The Royal George, Ivy",320 George St,Sydney,2000,(02) 9254 8002,http://merivale.com/whatson,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,2:00:00,11:00:00,3:00:00,11:00:00,4:00:00,11:00:00,4:00:00,11:00:00,4:00:00
the-royal-hotel-leichhardt,The Royal Hotel Leichhardt,156 Norton St,Leichhardt,2040,(02) 9569 2638,http://www.royalhotelleichhardt.com/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,9:00:00,3:00:00,10:00:00,0:00:00
the-ship-inn-hotel,The Ship Inn Hotel,Cnr Alfred St & Pitt St,Circular Quay,2000,(02) 9241 2433,http://www.shipinn.com.au,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,10:00:00,3:00:00
the-steve-rogers-lounge-sharkies,The Steve Rogers Lounge Sharkies,461 Captain Cook Dr,Cronulla,2230,(02) 9523 0222,http://www.sharkies.com.au/index.php,10:00:00,1:30:00,10:00:00,1:30:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,1:30:00
the-sugarmill,The Sugarmill,33-37 Darlinghurst Rd,Kings Cross,2011,(02) 9368 7333,http://www.sugarmill.com.au/,11:00:00,5:00:00,11:00:00,5:00:00,11:00:00,5:00:00,11:00:00,5:00:00,11:00:00,5:00:00,11:00:00,5:00:00,11:00:00,5:00:00
the-union-hotel,The Union Hotel,Cnr Pacific Highway & West St,North Sydney,2060,(02) 9955 5844,http://www.unionhotel.com.au,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,11:00:00,22:00:00
the-vegas-hotel,The Vegas Hotel,54 Darlinghurst Rd,Kings Cross,2011,(02) 8307 9500,http://www.vegashotel.com.au/,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00,0:00:00,23:59:00
the-victoria-hotel,The Victoria Hotel,176a Young St,Annandale,2038,(02) 9569 2383,http://www.thevictoriahotel.net.au/home/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,22:00:00
the-watershed-hotel,The Watershed Hotel,198 Harbourside,Darling Harbour,2000,(02) 9282 9444,http://www.thewatershedhotel.com.au/,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00,10:00:00,3:00:00
the-welcome-hotel,The Welcome Hotel,91 Evans St,Rozelle,2039,(02) 9810 1323,http://www.thewelcomehotel.com/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,22:00:00
the-white-horse,The White Horse,381 Crown St,Surry Hills,2010,(02) 8333 9999,http://www.thewhitehorse.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00
the-winery,The Winery,285a Crown St,Surry Hills,2010,(02) 9331 0833,http://www.thegazebos.com.au/winery/index.html,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00
the-wynard-hotel,The Wynard Hotel,Cnr Clarence St & Erskine St,Sydney,2000,(02) 9299 1330,http://www.wynyardhotel.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00
the-zoo-bar,The Zoo Bar,55 Norton St,Leichhardt,2040,(02) 9564 1777,http://www.thezoobar.com.au/pages/,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,22:00:00
tokio-hotel-live,Tokio Hotel Live,"Cockle Bay Wharf, Shop 10, 1 Wheat Rd",Darling Harbour,2000,(02) 9266 0600,http://www.tokiohotellive.com.au/index.php,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,1:00:00,10:00:00,1:00:00,10:00:00,22:00:00
tollgate-hotel,Tollgate Hotel,625 Church St,North Parramatta,2151,(02) 9630 2375,http://www.tollgatehotel.com.au/,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,4:00:00,10:00:00,6:00:00,10:00:00,5:00:00,10:00:00,0:00:00
town-hall-hotel,Town Hall Hotel,Cnr Montague St & Darling St,Balmain,2041,(02) 9818 8950,http://www.townhallhotel.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,10:00:00,1:00:00,10:00:00,0:00:00
town-hall-hotel-newtown,Town Hall Hotel Newtown,326 King St,Newtown,2042,(02) 9557 1206,http://www.townie.com.au/,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00
trinity-bar,Trinity Bar,505 Crown St,Surry Hills,2010,(02) 9319 5530,http://www.trinitybar.com.au/,12:00:00,22:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,1:00:00,11:00:00,2:00:00,11:00:00,2:00:00,12:00:00,0:00:00
unity-hall-hotel,Unity Hall Hotel,292 Darling St,Balmain,2041,(02) 9810 1331,http://www.unityhallhotel.com.au/,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00,12:00:00,0:00:00
universale-hotel,Universale Hotel,"Norton St Plaza Level 1, 55 Norton St",Leichhardt ,2040,(02) 9564 1777,http://www.universalehotel.com.au/,11:30:00,0:00:00,11:30:00,0:00:00,11:30:00,0:00:00,11:30:00,1:00:00,11:30:00,1:00:00,11:30:00,1:00:00,11:30:00,22:00:00
urban-bites,Urban Bites,70-72 King St,Newtown,2042,(02) 9565 5888,http://www.urbanbites.net.au/urban.html,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
uts-haberfield-club,UTS Haberfield Club,Dobroyd Parade,Haberfield,2045,(02) 9797 9523,http://www.utsunion.uts.edu.au/rowing/,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
v-bar,V Bar,111 Liverpool St,Sydney,2000,(02) 9264 9188,http://www.vbar.com.au,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00,7:00:00,22:00:00
vinothek-wine-house-brasserie,Vinothek Wine House &amp; Brasserie,241 Crown Street,Surry Hills,2010,(02) 9331 4311,http://www.vinothek.com.au/,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,9:00:00,0:00:00,9:00:00,23:30:00
warren-view-hotel,Warren View Hotel,2 Stanmore Rd,Enmore,2042,(02) 9557 1064,http://www.myspace.com/warrenviewhotel,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,0:00:00,10:00:00,22:00:00
woolwich-pier-hotel,Woolwich Pier Hotel,2 Gale St,Woolwich,2110,(02) 9817 2204,http://www.woolwichpierhotel.com.au/,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,23:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,0:00:00,11:00:00,22:00:00
world-square-pub,World Square Pub,680 George Street corner Goulburn St,Sydney,2000,(02) 8272 2400,http://www.worldsquarepub.com.au/,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00,11:00:00,3:00:00
zacharys,Zachary's,28-30 Bayswater Rd,Kings Cross,2011,(02) 9380 4500,http://www.zacharyssydney.com.au/,17:00:00,3:00:00,17:00:00,3:00:00,17:00:00,3:00:00,17:00:00,3:00:00,17:00:00,3:00:00,17:00:00,3:00:00,17:00:00,3:00:00
